,user_id,level_1,department
142,164,0,dairy eggs
143,165,0,produce
144,166,0,produce
145,167,0,frozen
146,168,0,dairy eggs
147,169,0,dairy eggs
148,171,0,dairy eggs
149,172,0,beverages
150,172,1,frozen
151,172,2,produce
152,173,0,produce
153,174,0,produce
154,175,0,beverages
155,176,0,produce
156,177,0,produce
157,178,0,produce
158,179,0,produce
159,180,0,produce
160,181,0,snacks
161,182,0,dairy eggs
162,182,1,frozen
163,184,0,dairy eggs
164,185,0,beverages
165,185,1,snacks
166,186,0,missing
167,187,0,pets
168,188,0,produce
169,189,0,dairy eggs
170,190,0,produce
171,192,0,snacks
172,193,0,produce
173,194,0,beverages
174,195,0,produce
175,197,0,produce
176,198,0,produce
177,200,0,snacks
178,201,0,dairy eggs
179,202,0,dairy eggs
180,204,0,produce
181,205,0,produce
182,206,0,produce
183,208,0,produce
184,209,0,snacks
185,210,0,produce
186,212,0,household
187,213,0,produce
188,214,0,produce
189,215,0,produce
190,216,0,dairy eggs
191,217,0,produce
192,218,0,snacks
193,219,0,dairy eggs
194,220,0,produce
195,221,0,produce
196,222,0,dairy eggs
197,223,0,produce
198,225,0,dairy eggs
199,226,0,dairy eggs
200,227,0,produce
201,229,0,dairy eggs
202,230,0,snacks
203,232,0,produce
204,233,0,produce
205,234,0,produce
206,235,0,beverages
207,235,1,produce
208,236,0,produce
209,237,0,frozen
210,238,0,beverages
211,239,0,produce
212,240,0,snacks
213,241,0,frozen
214,242,0,dairy eggs
215,243,0,produce
216,244,0,frozen
217,245,0,produce
218,246,0,bakery
219,246,1,beverages
220,247,0,produce
221,248,0,produce
222,249,0,produce
223,250,0,frozen
224,251,0,beverages
225,254,0,beverages
226,256,0,dairy eggs
227,257,0,produce
228,258,0,dairy eggs
229,260,0,produce
230,261,0,frozen
231,262,0,dairy eggs
232,264,0,dairy eggs
233,265,0,produce
234,266,0,household
235,267,0,frozen
236,268,0,personal care
237,270,0,produce
238,271,0,beverages
239,272,0,snacks
240,273,0,dairy eggs
241,274,0,beverages
242,275,0,produce
243,276,0,produce
244,278,0,produce
245,279,0,produce
246,280,0,produce
247,281,0,produce
248,283,0,produce
249,284,0,canned goods
250,287,0,beverages
251,289,0,produce
252,290,0,pets
253,292,0,produce
254,293,0,produce
255,294,0,produce
256,295,0,beverages
257,296,0,produce
258,297,0,dairy eggs
259,299,0,produce
260,300,0,produce
261,301,0,snacks
262,302,0,beverages
263,303,0,personal care
264,304,0,dairy eggs
265,306,0,produce
266,307,0,produce
267,309,0,produce
268,310,0,alcohol
269,311,0,produce
270,313,0,produce
271,314,0,bakery
272,316,0,produce
273,318,0,beverages
274,319,0,produce
275,320,0,produce
276,321,0,produce
277,322,0,produce
278,323,0,beverages
279,324,0,produce
280,325,0,produce
281,326,0,produce
282,327,0,produce
283,328,0,snacks
284,329,0,dairy eggs
285,330,0,personal care
286,331,0,household
287,332,0,produce
288,333,0,frozen
289,334,0,produce
290,335,0,pantry
291,336,0,frozen
292,337,0,dairy eggs
293,338,0,dairy eggs
294,340,0,produce
295,341,0,produce
296,342,0,dairy eggs
297,344,0,beverages
298,346,0,beverages
299,346,1,produce
300,348,0,produce
301,349,0,dairy eggs
302,350,0,produce
303,351,0,produce
304,352,0,produce
305,353,0,dairy eggs
306,354,0,beverages
307,355,0,produce
308,357,0,produce
309,358,0,produce
310,359,0,produce
311,361,0,household
312,362,0,produce
313,363,0,produce
314,364,0,produce
315,365,0,dairy eggs
316,369,0,produce
317,370,0,produce
318,372,0,beverages
319,373,0,produce
320,374,0,beverages
321,375,0,produce
322,376,0,frozen
323,378,0,beverages
324,379,0,produce
325,380,0,produce
326,381,0,produce
327,382,0,dairy eggs
328,383,0,produce
329,384,0,dairy eggs
330,384,1,produce
331,387,0,beverages
332,388,0,dairy eggs
333,389,0,produce
334,390,0,produce
335,391,0,produce
336,392,0,beverages
337,393,0,produce
338,394,0,produce
339,396,0,dairy eggs
340,398,0,produce
341,400,0,beverages
342,403,0,produce
343,404,0,produce
344,405,0,frozen
345,409,0,produce
346,410,0,dairy eggs
347,411,0,frozen
348,413,0,produce
349,415,0,produce
350,417,0,frozen
351,418,0,produce
352,419,0,beverages
353,420,0,beverages
354,420,1,household
355,422,0,produce
356,423,0,dairy eggs
357,425,0,produce
358,426,0,snacks
359,427,0,produce
360,429,0,personal care
361,430,0,produce
362,431,0,meat seafood
363,432,0,produce
364,433,0,produce
365,435,0,dairy eggs
366,436,0,beverages
367,437,0,dairy eggs
368,438,0,produce
369,439,0,produce
370,440,0,dairy eggs
371,441,0,produce
372,442,0,produce
373,443,0,produce
374,444,0,produce
375,446,0,household
376,447,0,beverages
377,447,1,dairy eggs
378,448,0,produce
379,449,0,snacks
380,450,0,produce
381,451,0,produce
382,452,0,produce
383,453,0,produce
384,454,0,snacks
385,455,0,produce
386,456,0,dairy eggs
387,458,0,beverages
388,459,0,produce
389,462,0,dairy eggs
390,463,0,produce
391,464,0,produce
392,465,0,produce
393,466,0,produce
394,467,0,beverages
395,468,0,produce
396,469,0,produce
397,470,0,dairy eggs
398,471,0,dairy eggs
399,473,0,produce
400,474,0,household
401,475,0,frozen
402,476,0,dairy eggs
403,478,0,produce
404,479,0,frozen
405,480,0,dairy eggs
406,481,0,produce
407,482,0,produce
408,483,0,snacks
409,484,0,produce
410,485,0,produce
411,486,0,produce
412,487,0,produce
413,488,0,produce
414,489,0,produce
415,492,0,beverages
416,493,0,produce
417,495,0,produce
418,496,0,produce
419,497,0,produce
420,498,0,dairy eggs
421,499,0,produce
422,501,0,dairy eggs
423,502,0,dairy eggs
424,502,1,produce
425,503,0,produce
426,507,0,beverages
427,507,1,produce
428,508,0,dairy eggs
429,509,0,produce
430,510,0,beverages
431,511,0,deli
432,514,0,dairy eggs
433,515,0,beverages
434,516,0,produce
435,518,0,produce
436,519,0,beverages
437,520,0,produce
438,521,0,produce
439,522,0,dairy eggs
440,523,0,frozen
441,524,0,produce
442,525,0,produce
443,528,0,produce
444,529,0,produce
445,531,0,alcohol
446,534,0,produce
447,535,0,produce
448,537,0,snacks
449,538,0,produce
450,539,0,dairy eggs
451,540,0,produce
452,541,0,pantry
453,543,0,produce
454,546,0,pantry
455,547,0,snacks
456,548,0,produce
457,549,0,dairy eggs
458,551,0,produce
459,552,0,produce
460,553,0,dairy eggs
461,554,0,produce
462,555,0,produce
463,557,0,produce
464,558,0,dairy eggs
465,559,0,produce
466,560,0,beverages
467,562,0,dairy eggs
468,563,0,bakery
469,563,1,beverages
470,563,2,breakfast
471,563,3,dairy eggs
472,563,4,produce
473,564,0,snacks
474,565,0,dairy eggs
475,566,0,frozen
476,567,0,produce
477,568,0,produce
478,570,0,produce
479,571,0,produce
480,573,0,produce
481,574,0,produce
482,576,0,dairy eggs
483,577,0,produce
484,580,0,produce
485,582,0,produce
486,583,0,produce
487,584,0,produce
488,585,0,dairy eggs
489,587,0,produce
490,588,0,produce
491,591,0,produce
492,591,1,snacks
493,593,0,produce
494,594,0,snacks
495,595,0,snacks
496,596,0,produce
497,597,0,produce
498,598,0,snacks
499,599,0,alcohol
500,600,0,produce
501,601,0,dairy eggs
502,602,0,beverages
503,603,0,produce
504,604,0,produce
505,605,0,dairy eggs
506,606,0,produce
507,607,0,beverages
508,608,0,household
509,609,0,beverages
510,611,0,dairy eggs
511,612,0,produce
512,613,0,produce
513,616,0,produce
514,617,0,produce
515,618,0,dairy eggs
516,620,0,household
517,622,0,dairy eggs
518,623,0,snacks
519,624,0,dairy eggs
520,626,0,snacks
521,629,0,produce
522,630,0,dairy eggs
523,631,0,produce
524,632,0,produce
525,634,0,dairy eggs
526,634,1,produce
527,635,0,produce
528,636,0,bakery
529,637,0,beverages
530,638,0,snacks
531,641,0,produce
532,642,0,dairy eggs
533,643,0,produce
534,645,0,produce
535,646,0,produce
536,647,0,produce
537,649,0,produce
538,650,0,produce
539,651,0,produce
540,652,0,snacks
541,653,0,produce
542,654,0,produce
543,655,0,produce
544,657,0,produce
545,658,0,produce
546,660,0,produce
547,661,0,produce
548,662,0,pantry
549,662,1,produce
550,664,0,snacks
551,665,0,produce
552,667,0,beverages
553,668,0,produce
554,669,0,dairy eggs
555,670,0,produce
556,671,0,dairy eggs
557,672,0,produce
558,673,0,dairy eggs
559,675,0,produce
560,676,0,beverages
561,677,0,snacks
562,678,0,frozen
563,679,0,dairy eggs
564,680,0,beverages
565,680,1,dairy eggs
566,681,0,produce
567,682,0,dairy eggs
568,683,0,produce
569,684,0,produce
570,687,0,produce
571,688,0,beverages
572,690,0,produce
573,691,0,beverages
574,692,0,produce
575,693,0,dairy eggs
576,694,0,produce
577,696,0,produce
578,697,0,dairy eggs
579,698,0,produce
580,699,0,produce
581,700,0,produce
582,701,0,produce
583,702,0,produce
584,703,0,bakery
585,704,0,dairy eggs
586,705,0,frozen
587,706,0,produce
588,707,0,produce
589,708,0,produce
590,709,0,dairy eggs
591,710,0,produce
592,711,0,frozen
593,713,0,dairy eggs
594,714,0,produce
595,715,0,dairy eggs
596,717,0,dairy eggs
597,719,0,produce
598,720,0,dairy eggs
599,721,0,produce
600,722,0,produce
601,723,0,produce
602,725,0,dairy eggs
603,726,0,produce
604,727,0,frozen
605,728,0,dairy eggs
606,729,0,dairy eggs
607,730,0,produce
608,731,0,dairy eggs
609,732,0,beverages
610,734,0,produce
611,735,0,produce
612,737,0,canned goods
613,738,0,produce
614,740,0,frozen
615,741,0,produce
616,742,0,produce
617,743,0,dairy eggs
618,744,0,produce
619,745,0,produce
620,746,0,household
621,747,0,produce
622,749,0,produce
623,751,0,pantry
624,752,0,dairy eggs
625,752,1,produce
626,754,0,produce
627,755,0,dairy eggs
628,756,0,dairy eggs
629,757,0,frozen
630,758,0,dairy eggs
631,761,0,produce
632,762,0,produce
633,765,0,household
634,766,0,beverages
635,767,0,produce
636,768,0,produce
637,769,0,produce
638,772,0,dairy eggs
639,773,0,produce
640,774,0,produce
641,775,0,produce
642,777,0,produce
643,778,0,produce
644,779,0,produce
645,780,0,beverages
646,781,0,alcohol
647,784,0,produce
648,785,0,household
649,786,0,produce
650,787,0,beverages
651,789,0,dairy eggs
652,791,0,frozen
653,792,0,frozen
654,793,0,beverages
655,794,0,beverages
656,795,0,frozen
657,796,0,dairy eggs
658,797,0,produce
659,798,0,dairy eggs
660,799,0,dairy eggs
661,800,0,produce
662,801,0,produce
663,802,0,produce
664,803,0,produce
665,804,0,produce
666,806,0,produce
667,807,0,produce
668,809,0,produce
669,811,0,dairy eggs
670,812,0,produce
671,813,0,produce
672,817,0,produce
673,818,0,dairy eggs
674,823,0,produce
675,824,0,produce
676,825,0,produce
677,827,0,dairy eggs
678,828,0,pantry
679,830,0,produce
680,831,0,produce
681,832,0,produce
682,833,0,produce
683,834,0,dairy eggs
684,836,0,beverages
685,838,0,alcohol
686,839,0,produce
687,840,0,produce
688,841,0,produce
689,842,0,produce
690,844,0,produce
691,845,0,produce
692,847,0,produce
693,848,0,beverages
694,849,0,produce
695,850,0,produce
696,851,0,dairy eggs
697,852,0,produce
698,853,0,produce
699,854,0,produce
700,855,0,produce
701,857,0,dairy eggs
702,858,0,snacks
703,859,0,produce
704,860,0,produce
705,862,0,meat seafood
706,863,0,produce
707,864,0,produce
708,866,0,produce
709,867,0,beverages
710,868,0,produce
711,870,0,produce
712,871,0,snacks
713,873,0,produce
714,874,0,produce
715,877,0,produce
716,878,0,alcohol
717,878,1,pantry
718,879,0,produce
719,880,0,produce
720,881,0,dairy eggs
721,883,0,produce
722,885,0,produce
723,886,0,produce
724,887,0,produce
725,888,0,produce
726,889,0,produce
727,890,0,produce
728,891,0,produce
729,892,0,produce
730,893,0,frozen
731,894,0,dairy eggs
732,895,0,frozen
733,895,1,produce
734,896,0,produce
735,898,0,produce
736,899,0,produce
737,900,0,dairy eggs
738,903,0,produce
739,904,0,beverages
740,907,0,produce
741,908,0,produce
742,910,0,snacks
743,911,0,produce
744,912,0,produce
745,913,0,produce
746,914,0,dairy eggs
747,915,0,produce
748,916,0,dairy eggs
749,917,0,frozen
750,919,0,produce
751,921,0,snacks
752,923,0,produce
753,924,0,dairy eggs
754,926,0,produce
755,928,0,beverages
756,932,0,dairy eggs
757,933,0,produce
758,934,0,beverages
759,935,0,dairy eggs
760,936,0,frozen
761,937,0,produce
762,938,0,breakfast
763,939,0,produce
764,940,0,produce
765,941,0,produce
766,942,0,produce
767,945,0,produce
768,946,0,dairy eggs
769,947,0,produce
770,948,0,produce
771,949,0,bakery
772,950,0,produce
773,953,0,frozen
774,954,0,produce
775,955,0,personal care
776,956,0,dairy eggs
777,957,0,produce
778,958,0,produce
779,959,0,frozen
780,960,0,beverages
781,961,0,produce
782,962,0,produce
783,963,0,beverages
784,964,0,produce
785,965,0,dairy eggs
786,966,0,produce
787,968,0,produce
788,969,0,produce
789,970,0,produce
790,971,0,dairy eggs
791,972,0,beverages
792,973,0,produce
793,974,0,produce
794,975,0,dairy eggs
795,977,0,produce
796,978,0,produce
797,979,0,produce
798,980,0,produce
799,981,0,snacks
800,982,0,produce
801,983,0,produce
802,984,0,dairy eggs
803,985,0,snacks
804,986,0,dairy eggs
805,987,0,dairy eggs
806,990,0,dairy eggs
807,991,0,produce
808,992,0,alcohol
809,993,0,dairy eggs
810,994,0,breakfast
811,995,0,produce
812,997,0,produce
813,998,0,dairy eggs
814,999,0,produce
815,1000,0,produce
816,1001,0,snacks
817,1002,0,snacks
818,1003,0,dairy eggs
819,1004,0,produce
820,1005,0,dairy eggs
821,1007,0,produce
822,1008,0,produce
823,1009,0,produce
824,1011,0,produce
825,1012,0,snacks
826,1013,0,produce
827,1014,0,dairy eggs
828,1015,0,produce
829,1016,0,dry goods pasta
830,1017,0,dairy eggs
831,1018,0,produce
832,1019,0,produce
833,1021,0,produce
834,1022,0,babies
835,1023,0,babies
836,1024,0,produce
837,1025,0,produce
838,1026,0,produce
839,1027,0,produce
840,1029,0,produce
841,1031,0,beverages
842,1031,1,snacks
843,1034,0,produce
844,1035,0,produce
845,1036,0,produce
846,1037,0,dairy eggs
847,1038,0,produce
848,1039,0,produce
849,1040,0,dairy eggs
850,1041,0,produce
851,1042,0,produce
852,1043,0,produce
853,1044,0,dairy eggs
854,1047,0,beverages
855,1049,0,produce
856,1050,0,produce
857,1051,0,deli
858,1051,1,produce
859,1052,0,dairy eggs
860,1054,0,produce
861,1055,0,produce
862,1056,0,produce
863,1058,0,produce
864,1059,0,produce
865,1060,0,dairy eggs
866,1062,0,produce
867,1064,0,produce
868,1065,0,produce
869,1066,0,dairy eggs
870,1067,0,produce
871,1069,0,produce
872,1071,0,dairy eggs
873,1071,1,international
874,1071,2,personal care
875,1072,0,beverages
876,1073,0,produce
877,1075,0,produce
878,1076,0,snacks
879,1077,0,produce
880,1078,0,produce
881,1079,0,dairy eggs
882,1080,0,household
883,1081,0,produce
884,1082,0,snacks
885,1083,0,dairy eggs
886,1084,0,produce
887,1086,0,beverages
888,1088,0,produce
889,1089,0,produce
890,1091,0,produce
891,1092,0,produce
892,1093,0,produce
893,1094,0,dairy eggs
894,1095,0,frozen
895,1096,0,produce
896,1099,0,beverages
897,1100,0,produce
898,1101,0,produce
899,1102,0,dairy eggs
900,1103,0,beverages
901,1103,1,produce
902,1104,0,beverages
903,1105,0,produce
904,1106,0,snacks
905,1107,0,dairy eggs
906,1108,0,frozen
907,1109,0,produce
908,1111,0,produce
909,1112,0,snacks
910,1115,0,produce
911,1116,0,pantry
912,1117,0,dairy eggs
913,1118,0,dairy eggs
914,1119,0,produce
915,1120,0,produce
916,1122,0,dairy eggs
917,1123,0,household
918,1124,0,dairy eggs
919,1125,0,produce
920,1126,0,produce
921,1127,0,produce
922,1128,0,produce
923,1130,0,dairy eggs
924,1131,0,dairy eggs
925,1132,0,produce
926,1133,0,personal care
927,1134,0,produce
928,1136,0,produce
929,1137,0,produce
930,1138,0,dry goods pasta
931,1139,0,produce
932,1140,0,beverages
933,1141,0,produce
934,1142,0,produce
935,1147,0,produce
936,1150,0,produce
937,1151,0,produce
938,1153,0,beverages
939,1155,0,produce
940,1156,0,dairy eggs
941,1156,1,snacks
942,1157,0,produce
943,1158,0,beverages
944,1158,1,produce
945,1159,0,produce
946,1160,0,dairy eggs
947,1161,0,produce
948,1162,0,dairy eggs
949,1163,0,babies
950,1164,0,produce
951,1165,0,dairy eggs
952,1166,0,beverages
953,1167,0,dairy eggs
954,1169,0,produce
955,1170,0,produce
956,1171,0,produce
957,1173,0,dairy eggs
958,1175,0,produce
959,1176,0,snacks
960,1177,0,produce
961,1178,0,snacks
962,1179,0,frozen
963,1180,0,produce
964,1181,0,beverages
965,1184,0,produce
966,1185,0,dairy eggs
967,1186,0,produce
968,1188,0,dairy eggs
969,1189,0,dairy eggs
970,1191,0,dairy eggs
971,1196,0,produce
972,1197,0,produce
973,1198,0,produce
974,1199,0,produce
975,1201,0,dairy eggs
976,1202,0,breakfast
977,1203,0,produce
978,1204,0,produce
979,1205,0,household
980,1206,0,produce
981,1207,0,deli
982,1208,0,produce
983,1209,0,frozen
984,1210,0,produce
985,1212,0,beverages
986,1213,0,beverages
987,1214,0,produce
988,1215,0,dairy eggs
989,1216,0,produce
990,1217,0,dairy eggs
991,1219,0,snacks
992,1220,0,dairy eggs
993,1221,0,produce
994,1224,0,dairy eggs
995,1225,0,produce
996,1226,0,produce
997,1231,0,produce
998,1232,0,produce
999,1233,0,alcohol
1000,1234,0,pantry
1001,1235,0,produce
1002,1236,0,produce
1003,1237,0,produce
1004,1238,0,produce
1005,1240,0,snacks
1006,1241,0,produce
1007,1242,0,produce
1008,1243,0,beverages
1009,1244,0,produce
1010,1245,0,produce
1011,1246,0,produce
1012,1247,0,frozen
1013,1249,0,produce
1014,1250,0,produce
1015,1251,0,snacks
1016,1252,0,household
1017,1253,0,dairy eggs
1018,1254,0,household
1019,1255,0,babies
1020,1255,1,dairy eggs
1021,1256,0,beverages
1022,1258,0,produce
1023,1259,0,beverages
1024,1260,0,produce
1025,1261,0,dairy eggs
1026,1263,0,snacks
1027,1264,0,produce
1028,1265,0,dairy eggs
1029,1266,0,frozen
1030,1267,0,produce
1031,1268,0,produce
1032,1269,0,beverages
1033,1270,0,produce
1034,1271,0,produce
1035,1272,0,produce
1036,1273,0,snacks
1037,1274,0,produce
1038,1275,0,produce
1039,1276,0,produce
1040,1277,0,frozen
1041,1277,1,produce
1042,1279,0,produce
1043,1280,0,dairy eggs
1044,1281,0,produce
1045,1283,0,beverages
1046,1284,0,produce
1047,1285,0,produce
1048,1286,0,dairy eggs
1049,1287,0,dairy eggs
1050,1288,0,beverages
1051,1290,0,dairy eggs
1052,1291,0,dairy eggs
1053,1292,0,produce
1054,1293,0,produce
1055,1295,0,produce
1056,1296,0,produce
1057,1297,0,produce
1058,1298,0,produce
1059,1299,0,produce
1060,1300,0,produce
1061,1301,0,produce
1062,1303,0,dairy eggs
1063,1305,0,produce
1064,1306,0,beverages
1065,1309,0,produce
1066,1310,0,produce
1067,1311,0,beverages
1068,1312,0,produce
1069,1313,0,produce
1070,1314,0,produce
1071,1315,0,produce
1072,1316,0,beverages
1073,1317,0,snacks
1074,1319,0,produce
1075,1320,0,frozen
1076,1321,0,dairy eggs
1077,1323,0,dairy eggs
1078,1323,1,snacks
1079,1325,0,frozen
1080,1326,0,beverages
1081,1327,0,beverages
1082,1328,0,produce
1083,1330,0,dairy eggs
1084,1331,0,produce
1085,1332,0,beverages
1086,1334,0,produce
1087,1335,0,dairy eggs
1088,1336,0,dairy eggs
1089,1337,0,produce
1090,1338,0,produce
1091,1339,0,beverages
1092,1339,1,produce
1093,1340,0,dairy eggs
1094,1341,0,meat seafood
1095,1342,0,snacks
1096,1343,0,frozen
1097,1344,0,produce
1098,1345,0,produce
1099,1346,0,produce
1100,1347,0,produce
1101,1348,0,produce
1102,1348,1,snacks
1103,1349,0,produce
1104,1350,0,produce
1105,1351,0,produce
1106,1352,0,produce
1107,1353,0,produce
1108,1354,0,produce
1109,1355,0,produce
1110,1356,0,produce
1111,1357,0,snacks
1112,1358,0,produce
1113,1359,0,produce
1114,1360,0,produce
1115,1361,0,snacks
1116,1363,0,snacks
1117,1364,0,produce
1118,1365,0,produce
1119,1366,0,beverages
1120,1368,0,bakery
1121,1370,0,produce
1122,1371,0,produce
1123,1372,0,produce
1124,1373,0,produce
1125,1375,0,produce
1126,1376,0,produce
1127,1377,0,produce
1128,1378,0,produce
1129,1379,0,snacks
1130,1380,0,frozen
1131,1381,0,produce
1132,1382,0,produce
1133,1385,0,produce
1134,1386,0,produce
1135,1387,0,produce
1136,1388,0,frozen
1137,1390,0,produce
1138,1391,0,produce
1139,1392,0,household
1140,1393,0,beverages
1141,1394,0,produce
1142,1396,0,dairy eggs
1143,1397,0,snacks
1144,1398,0,personal care
1145,1399,0,snacks
1146,1400,0,pantry
1147,1401,0,beverages
1148,1402,0,pets
1149,1403,0,dairy eggs
1150,1404,0,produce
1151,1405,0,frozen
1152,1406,0,produce
1153,1407,0,snacks
1154,1408,0,beverages
1155,1409,0,beverages
1156,1410,0,dairy eggs
1157,1411,0,produce
1158,1412,0,dairy eggs
1159,1413,0,produce
1160,1414,0,produce
1161,1415,0,dairy eggs
1162,1417,0,deli
1163,1417,1,produce
1164,1418,0,beverages
1165,1418,1,produce
1166,1420,0,dairy eggs
1167,1422,0,produce
1168,1423,0,frozen
1169,1423,1,produce
1170,1424,0,produce
1171,1426,0,produce
1172,1427,0,personal care
1173,1428,0,produce
1174,1429,0,produce
1175,1430,0,produce
1176,1431,0,produce
1177,1432,0,produce
1178,1433,0,produce
1179,1434,0,beverages
1180,1436,0,produce
1181,1437,0,personal care
1182,1438,0,produce
1183,1439,0,produce
1184,1440,0,dairy eggs
1185,1441,0,snacks
1186,1442,0,dairy eggs
1187,1443,0,produce
1188,1444,0,frozen
1189,1447,0,produce
1190,1449,0,produce
1191,1450,0,meat seafood
1192,1451,0,breakfast
1193,1452,0,produce
1194,1453,0,produce
1195,1454,0,produce
1196,1455,0,frozen
1197,1456,0,dairy eggs
1198,1457,0,produce
1199,1458,0,produce
1200,1461,0,produce
1201,1463,0,dairy eggs
1202,1464,0,produce
1203,1466,0,produce
1204,1468,0,alcohol
1205,1470,0,produce
1206,1473,0,produce
1207,1474,0,produce
1208,1475,0,produce
1209,1476,0,snacks
1210,1477,0,produce
1211,1478,0,babies
1212,1479,0,produce
1213,1480,0,snacks
1214,1481,0,beverages
1215,1482,0,produce
1216,1483,0,produce
1217,1484,0,produce
1218,1486,0,produce
1219,1487,0,pantry
1220,1489,0,pantry
1221,1489,1,snacks
1222,1490,0,produce
1223,1491,0,beverages
1224,1491,1,meat seafood
1225,1492,0,produce
1226,1493,0,produce
1227,1494,0,produce
1228,1495,0,snacks
1229,1496,0,dairy eggs
1230,1497,0,deli
1231,1497,1,pantry
1232,1498,0,produce
1233,1501,0,frozen
1234,1503,0,dairy eggs
1235,1504,0,frozen
1236,1505,0,dairy eggs
1237,1505,1,frozen
1238,1506,0,produce
1239,1509,0,produce
1240,1510,0,dairy eggs
1241,1510,1,produce
1242,1511,0,produce
1243,1513,0,produce
1244,1518,0,produce
1245,1519,0,dairy eggs
1246,1520,0,produce
1247,1521,0,produce
1248,1523,0,produce
1249,1525,0,alcohol
1250,1526,0,produce
1251,1527,0,produce
1252,1529,0,produce
1253,1530,0,produce
1254,1531,0,produce
1255,1532,0,produce
1256,1535,0,produce
1257,1536,0,snacks
1258,1537,0,produce
1259,1538,0,dairy eggs
1260,1539,0,produce
1261,1540,0,snacks
1262,1541,0,produce
1263,1542,0,produce
1264,1543,0,produce
1265,1544,0,personal care
1266,1545,0,produce
1267,1546,0,produce
1268,1547,0,beverages
1269,1547,1,produce
1270,1548,0,produce
1271,1549,0,dairy eggs
1272,1550,0,snacks
1273,1551,0,snacks
1274,1552,0,frozen
1275,1553,0,produce
1276,1556,0,produce
1277,1557,0,beverages
1278,1558,0,produce
1279,1559,0,produce
1280,1561,0,produce
1281,1562,0,produce
1282,1563,0,produce
1283,1564,0,produce
1284,1565,0,produce
1285,1566,0,beverages
1286,1570,0,produce
1287,1571,0,produce
1288,1573,0,produce
1289,1574,0,produce
1290,1575,0,produce
1291,1577,0,snacks
1292,1578,0,produce
1293,1579,0,produce
1294,1580,0,produce
1295,1581,0,produce
1296,1582,0,dairy eggs
1297,1583,0,produce
1298,1584,0,produce
1299,1586,0,produce
1300,1587,0,produce
1301,1588,0,household
1302,1589,0,produce
1303,1592,0,produce
1304,1593,0,produce
1305,1594,0,produce
1306,1595,0,produce
1307,1597,0,household
1308,1599,0,produce
1309,1600,0,dairy eggs
1310,1600,1,produce
1311,1601,0,produce
1312,1602,0,produce
1313,1603,0,dairy eggs
1314,1605,0,produce
1315,1606,0,frozen
1316,1607,0,snacks
1317,1608,0,beverages
1318,1609,0,produce
1319,1610,0,produce
1320,1611,0,frozen
1321,1611,1,produce
